"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Theophylline|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Kidney|Urine|Theophylline|Fraction excreted to urine"
26,600,10.58513,0.09464391
26,660,9.300881,0.09935811
26,720,8.173486,0.1035008
26,780,7.183405,0.1071415
26,840,6.313648,0.1103414
26,900,5.54941,0.113154
26,960,4.877769,0.1156261
26,1020,4.287425,0.117799
26,1080,3.768489,0.119709
26,1140,3.312294,0.1213877
26,1200,2.911239,0.1228632
26,1260,2.558655,0.12416
26,1320,2.248682,0.1252998
26,1380,1.976177,0.1263014
26,1440,1.736616,0.1271816
26,1500,1.526024,0.127955
26,1560,1.340907,0.1286347
26,1620,1.178189,0.1292319
26,1680,1.035168,0.1297566
26,1740,0.9094671,0.1302176
26,1800,0.7989939,0.1306226
26,1860,0.7019093,0.1309784
26,1920,0.6165955,0.1312909
26,1980,0.5416294,0.1315655
26,2040,0.4757595,0.1318067
26,2100,0.4178851,0.1320185
26,2160,0.3670381,0.1322046
26,2220,0.3223675,0.132368
26,2280,0.2831248,0.1325115
26,2340,0.248652,0.1326376
26,2400,0.2183706,0.1327483
26,2460,0.191772,0.1328455
26,2520,0.1684092,0.1329308
26,2580,0.1478893,0.1330058
26,2640,0.129867,0.1330717
26,2700,0.1140387,0.1331295
26,2760,0.1001378,0.1331802
26,2820,0.08792984,0.1332248
26,2880,0.077209,0.133264
26,2940,0.06779432,0.1332983
26,3000,0.05952686,0.1333285
26,3060,0.05226697,0.133355
26,3120,0.04589201,0.1333783
26,3180,0.04029419,0.1333987
26,3240,0.03537883,0.1334166
26,3300,0.03106279,0.1334324
26,3360,0.02727306,0.1334462
26,3420,0.02394551,0.1334583
26,3480,0.0210238,0.133469
26,3540,0.01845847,0.1334784
26,3600,0.01620606,0.1334866
26,3660,0.01422842,0.1334938
26,3720,0.01249206,0.1335001
26,3780,0.01096755,0.1335057
26,3840,0.009629038,0.1335106
26,3900,0.008453853,0.1335149
26,3960,0.007422069,0.1335186
26,4020,0.006516191,0.1335219
26,4080,0.005720861,0.1335248
26,4140,0.005022591,0.1335274
26,4200,0.004409538,0.1335296
26,4260,0.003871305,0.1335316
26,4320,0.003398763,0.1335333
27,0,0,0
27,60,17.61672,0.006657389
27,120,18.85571,0.01665543
27,180,17.99073,0.02608649
27,240,17.09586,0.03503798
27,300,16.25195,0.04354601
27,360,15.45319,0.05163568
27,420,14.69207,0.05932742
27,480,13.96321,0.06663854
27,540,13.26291,0.07358424
27,600,12.58877,0.0801783
27,660,11.93922,0.0864336
27,720,11.31334,0.09236247
27,780,10.71059,0.09797689
27,840,10.13069,0.1032887
27,900,9.573512,0.1083096
27,960,9.038958,0.1130514
27,1020,8.526945,0.1175256
27,1080,8.037346,0.1217439
27,1140,7.569971,0.1257177
27,1200,7.124554,0.1294584
27,1260,6.70075,0.1329773
27,1320,6.298135,0.1362853
27,1380,5.91621,0.1393933
27,1440,5.554414,0.1423116
27,1500,5.212129,0.1450504
27,1560,4.888691,0.1476196
27,1620,4.583402,0.1500286
27,1680,4.295539,0.1522866
27,1740,4.024361,0.1544022
27,1800,3.769121,0.1563838
27,1860,3.52907,0.1582393
27,1920,3.303464,0.1599763
27,1980,3.09157,0.161602
27,2040,2.892672,0.1631233
27,2100,2.70607,0.1645464
27,2160,2.531087,0.1658776
27,2220,2.36707,0.1671225
27,2280,2.21339,0.1682867
27,2340,2.069444,0.1693752
27,2400,1.934658,0.1703928
27,2460,1.808483,0.1713441
27,2520,1.690398,0.1722333
27,2580,1.579908,0.1730644
27,2640,1.476544,0.1738411
27,2700,1.379865,0.174567
27,2760,1.28945,0.1752453
27,2820,1.204906,0.1758792
27,2880,1.125861,0.1764715
27,2940,1.051965,0.1770249
27,3000,0.9828886,0.177542
27,3060,0.9183236,0.1780251
27,3120,0.8579795,0.1784765
27,3180,0.801584,0.1788982
27,3240,0.7488817,0.1792922
27,3300,0.6996332,0.1796602
27,3360,0.6536142,0.1800041
27,3420,0.6106145,0.1803253
27,3480,0.5704375,0.1806255
27,3540,0.532899,0.1809058
27,3600,0.4978265,0.1811677
27,3660,0.465059,0.1814124
27,3720,0.4344454,0.181641
27,3780,0.4058448,0.1818545
27,3840,0.3791252,0.1820539
27,3900,0.3541632,0.1822403
27,3960,0.3308434,0.1824143
27,4020,0.3090582,0.1825769
27,4080,0.2887066,0.1827288
27,4140,0.2696945,0.1828707
27,4200,0.2519338,0.1830032
27,4260,0.2353424,0.1831271
27,4320,0.2198432,0.1832427
28,0,0,0
28,60,21.07586,0.003638885
28,120,23.39709,0.009407628
28,180,22.70729,0.01497197
28,240,21.94803,0.02034329
28,300,21.20596,0.02553335
28,360,20.47647,0.03054606
28,420,19.74958,0.03538267
28,480,19.0197,0.04004273
28,540,18.28488,0.0445251
28,600,17.5456,0.04882862
28,660,16.80391,0.05295252
28,720,16.06275,0.05689671
28,780,15.32555,0.06066189
28,840,14.59583,0.06424964
28,900,13.87702,0.06766236
28,960,13.1723,0.07090325
28,1020,12.48447,0.07397621
28,1080,11.81595,0.07688577
28,1140,11.16873,0.07963695
28,1200,10.54438,0.08223521
28,1260,9.944073,0.08468629
28,1320,9.368623,0.08699618
28,1380,8.818502,0.08917096
28,1440,8.293897,0.09121685
28,1500,7.794741,0.09313999
28,1560,7.320756,0.09494653
28,1620,6.871489,0.09664248
28,1680,6.446343,0.09823373
28,1740,6.044609,0.09972602
28,1800,5.665493,0.1011249
28,1860,5.308136,0.1024356
28,1920,4.971642,0.1036634
28,1980,4.655083,0.1048131
28,2040,4.357523,0.1058894
28,2100,4.078026,0.1068967
28,2160,3.815666,0.1078393
28,2220,3.569531,0.1087211
28,2280,3.338736,0.1095459
28,2340,3.122421,0.1103173
28,2400,2.919757,0.1110387
28,2460,2.729949,0.1117132
28,2520,2.552236,0.1123438
28,2580,2.385891,0.1129333
28,2640,2.230224,0.1134844
28,2700,2.08458,0.1139995
28,2760,1.948338,0.1144809
28,2820,1.820911,0.1149309
28,2880,1.701745,0.1153514
28,2940,1.590319,0.1157444
28,3000,1.486141,0.1161116
28,3060,1.388748,0.1164548
28,3120,1.297706,0.1167755
28,3180,1.212606,0.1170751
28,3240,1.133066,0.1173551
28,3300,1.058726,0.1176168
28,3360,0.9892501,0.1178612
28,3420,0.9243219,0.1180896
28,3480,0.8636462,0.1183031
28,3540,0.806946,0.1185025
28,3600,0.7539625,0.1186888
28,3660,0.7044529,0.1188629
28,3720,0.6581905,0.1190255
28,3780,0.6149632,0.1191775
28,3840,0.5745723,0.1193195
28,3900,0.5368322,0.1194522
28,3960,0.5015693,0.1195761
28,4020,0.4686214,0.1196919
28,4080,0.4378367,0.1198001
28,4140,0.4090735,0.1199012
28,4200,0.3821991,0.1199957
28,4260,0.3570897,0.1200839
28,4320,0.3336295,0.1201664
29,0,0,0
29,60,21.95204,0.005009494
29,120,24.85754,0.01371992
29,180,22.3977,0.02159983
29,240,19.68715,0.02852745
29,300,17.24841,0.0345969
29,360,15.10923,0.0399131
29,420,13.23936,0.04457092
29,480,11.60484,0.04865332
29,540,10.17518,0.05223251
29,600,8.923964,0.05537137
29,660,7.828335,0.05812471
29,720,6.86853,0.06054035
29,780,6.0274,0.06266008
29,840,5.290041,0.06452042
29,900,4.643476,0.06615333
29,960,4.076395,0.06758678
29,1020,3.578924,0.06884526
29,1080,3.142442,0.06995025
29,1140,2.75941,0.07092051
29,1200,2.423235,0.07177256
29,1260,2.128149,0.07252084
29,1320,1.869098,0.07317803
29,1380,1.64166,0.07375523
29,1440,1.441957,0.07426222
29,1500,1.266593,0.07470755
29,1560,1.11259,0.07509873
29,1620,0.9773365,0.07544235
29,1680,0.8585427,0.0757442
29,1740,0.7542002,0.07600937
29,1800,0.6625464,0.07624231
29,1860,0.5820351,0.07644695
29,1920,0.5113093,0.07662672
29,1980,0.4491779,0.07678464
29,2040,0.394595,0.07692337
29,2100,0.3466427,0.07704525
29,2160,0.304515,0.07715231
29,2220,0.2675039,0.07724636
29,2280,0.2349879,0.07732898
29,2340,0.2064209,0.07740156
29,2400,0.1813233,0.07746531
29,2460,0.159274,0.07752131
29,2520,0.1399029,0.0775705
29,2580,0.1228848,0.0776137
29,2640,0.1079341,0.07765166
29,2700,0.09479996,0.07768498
29,2760,0.08326176,0.07771426
29,2820,0.07312583,0.07773998
29,2880,0.06422194,0.07776256
29,2940,0.05640053,0.07778239
29,3000,0.04953016,0.0777998
29,3060,0.04349537,0.07781509
29,3120,0.03819468,0.07782853
29,3180,0.03353894,0.07784032
29,3240,0.02944977,0.07785068
29,3300,0.02585834,0.07785977
29,3360,0.02270415,0.07786775
29,3420,0.01993408,0.07787476
29,3480,0.01750142,0.07788092
29,3540,0.01536515,0.07788632
29,3600,0.01348921,0.07789106
29,3660,0.01184193,0.07789522
29,3720,0.01039549,0.07789888
29,3780,0.00912544,0.07790209
29,3840,0.008010315,0.07790491
29,3900,0.007031245,0.07790738
29,3960,0.006171658,0.07790955
29,4020,0.005416999,0.07791146
29,4080,0.00475448,0.07791313
29,4140,0.00417287,0.0779146
29,4200,0.003662304,0.07791588
29,4260,0.003214119,0.07791701
29,4320,0.002820706,0.07791801
30,0,0,0
30,60,20.99587,0.005201327
30,120,20.43476,0.01207536
30,180,18.32689,0.01816128
30,240,16.40314,0.02360334
30,300,14.69036,0.02847626
30,360,13.16011,0.03284143
30,420,11.78818,0.03675179
30,480,10.5553,0.04025365
30,540,9.445863,0.04338802
30,600,8.446884,0.04619151
30,660,7.547339,0.04869706
30,720,6.737665,0.05093437
30,780,6.009419,0.05293037
30,840,5.355039,0.05470948
30,900,4.767684,0.05629384
30,960,4.241115,0.05770355
30,1020,3.769622,0.05895682
30,1080,3.347965,0.06007014
30,1140,2.97133,0.06105841
30,1200,2.635301,0.06193507
30,1260,2.335831,0.06271224
30,1320,2.069221,0.06340082
30,1380,1.832096,0.06401057
30,1440,1.621384,0.06455026
30,1500,1.434298,0.06502774
30,1560,1.268314,0.06544999
30,1620,1.121153,0.06582329
30,1680,0.9907629,0.06615321
30,1740,0.8752965,0.06644469
30,1800,0.7730979,0.06670216
30,1860,0.6826834,0.06692953
30,1920,0.6027268,0.06713028
30,1980,0.5320441,0.06730749
30,2040,0.4695798,0.06746391
30,2100,0.414394,0.06760196
30,2160,0.365651,0.06772376
30,2220,0.3226082,0.06783123
30,2280,0.2846066,0.06792604
30,2340,0.2510615,0.06800968
30,2400,0.2214549,0.06808347
30,2460,0.1953279,0.06814854
30,2520,0.1722742,0.06820593
30,2580,0.1519344,0.06825655
30,2640,0.1339907,0.06830119
30,2700,0.118162,0.06834056
30,2760,0.1042,0.06837528
30,2820,0.09188537,0.0684059
30,2880,0.08102422,0.06843289
30,2940,0.07144547,0.06845669
30,3000,0.06299805,0.06847768
30,3060,0.05554858,0.06849619
30,3120,0.04897936,0.06851251
30,3180,0.04318653,0.0685269
30,3240,0.03807845,0.06853959
30,3300,0.03357426,0.06855077
30,3360,0.02960265,0.06856064
30,3420,0.02610068,0.06856933
30,3480,0.02301287,0.068577
30,3540,0.02029026,0.06858376
30,3600,0.01788969,0.06858972
30,3660,0.01577307,0.06859498
30,3720,0.01390684,0.06859961
30,3780,0.01226138,0.06860369
30,3840,0.01081059,0.0686073
30,3900,0.009531444,0.06861047
30,3960,0.008403635,0.06861328
30,4020,0.007409262,0.06861574
30,4080,0.006532541,0.06861792
30,4140,0.005759555,0.06861984
30,4200,0.00507803,0.06862153
30,4260,0.004477147,0.06862302
30,4320,0.003947362,0.06862434
31,0,0,0
31,60,25.62853,0.008930028
31,120,23.54593,0.01939731
31,180,20.91674,0.02859175
31,240,18.57874,0.0367549
31,300,16.50679,0.04400725
31,360,14.66547,0.05045088
31,420,13.02588,0.05617473
31,480,11.56433,0.0612571
31,540,10.26094,0.06576744
31,600,9.098688,0.06976766
31,660,8.062737,0.07331312
31,720,7.139988,0.07645343
31,780,6.318749,0.07923306
31,840,5.588519,0.0816919
31,900,4.93982,0.08386567
31,960,4.364089,0.08578639
31,1020,3.853579,0.08748265
31,1080,3.401288,0.08898001
31,1140,3.000895,0.09030125
31,1200,2.646704,0.09146667
31,1260,2.333591,0.09249429
31,1320,2.056958,0.09340017
31,1380,1.812683,0.09419852
31,1440,1.597085,0.09490196
31,1500,1.406875,0.09552165
31,1560,1.239126,0.09606747
31,1620,1.091231,0.09654817
31,1680,0.9608777,0.09697146
31,1740,0.8460119,0.09734416
31,1800,0.7448148,0.09767228
31,1860,0.6556755,0.09796114
31,1920,0.5771692,0.09821542
31,1980,0.5080366,0.09843925
31,2040,0.447165,0.09863625
31,2100,0.3935723,0.09880965
31,2160,0.346392,0.09896226
31,2220,0.3048595,0.09909658
31,2280,0.2683008,0.09921479
31,2340,0.2361219,0.09931882
31,2400,0.2077992,0.09941038
31,2460,0.1828714,0.09949095
31,2520,0.1609322,0.09956186
31,2580,0.1416238,0.09962425
31,2640,0.124631,0.09967916
31,2700,0.1096764,0.09972749
31,2760,0.09651572,0.09977001
31,2820,0.08493389,0.09980743
31,2880,0.0747416,0.09984037
31,2940,0.06577221,0.09986935
31,3000,0.05787904,0.09989484
31,3060,0.05093301,0.09991729
31,3120,0.04482049,0.09993704
31,3180,0.03944148,0.09995441
31,3240,0.03470797,0.09996971
31,3300,0.03054252,0.09998316
31,3360,0.02687697,0.099995
31,3420,0.02365132,0.1000054
31,3480,0.02081279,0.1000146
31,3540,0.01831492,0.1000227
31,3600,0.01611682,0.1000298
31,3660,0.01418253,0.100036
31,3720,0.01248039,0.1000415
31,3780,0.01098252,0.1000464
31,3840,0.009664427,0.1000506
31,3900,0.008504526,0.1000544
31,3960,0.007483832,0.1000577
31,4020,0.006585638,0.1000606
31,4080,0.005795244,0.1000631
31,4140,0.00509971,0.1000654
31,4200,0.004487649,0.1000673
31,4260,0.003949045,0.1000691
31,4320,0.003475084,0.1000706
32,0,0,0
32,60,15.22137,0.006137257
32,120,17.05343,0.01660058
32,180,16.04123,0.02632976
32,240,15.11311,0.03545975
32,300,14.33207,0.0441049
32,360,13.63115,0.05232248
32,420,12.99147,0.06015044
32,480,12.40072,0.0676197
32,540,11.84921,0.07475505
32,600,11.32938,0.08157647
32,660,10.83528,0.08810017
32,720,10.36234,0.09433937
32,780,9.907045,0.1003051
32,840,9.46679,0.1060067
32,900,9.03968,0.1114523
32,960,8.624402,0.116649
32,1020,8.220102,0.1216035
32,1080,7.826284,0.1263222
32,1140,7.442725,0.130811
32,1200,7.069397,0.1350762
32,1260,6.706415,0.1391238
32,1320,6.353977,0.14296
32,1380,6.012334,0.1465913
32,1440,5.681749,0.1500242
32,1500,5.362476,0.1532653
32,1560,5.054742,0.1563215
32,1620,4.758731,0.1591996
32,1680,4.47458,0.1619069
32,1740,4.202369,0.1644503
32,1800,3.942118,0.166837
32,1860,3.693793,0.169074
32,1920,3.457303,0.1711684
32,1980,3.232505,0.1731272
32,2040,3.019208,0.1749573
32,2100,2.817177,0.1766654
32,2160,2.62614,0.1782581
32,2220,2.44579,0.1797418
32,2280,2.275795,0.1811226
32,2340,2.1158,0.1824068
32,2400,1.96543,0.1835999
32,2460,1.824301,0.1847076
32,2520,1.692019,0.1857352
32,2580,1.568182,0.1866877
32,2640,1.452392,0.1875701
32,2700,1.344249,0.188387
32,2760,1.243357,0.1891427
32,2820,1.149328,0.1898413
32,2880,1.061783,0.1904868
32,2940,0.9803519,0.191083
32,3000,0.9046757,0.1916331
32,3060,0.8344086,0.1921407
32,3120,0.7692175,0.1926086
32,3180,0.7087831,0.1930398
32,3240,0.6528004,0.193437
32,3300,0.6009784,0.1938027
32,3360,0.5530405,0.1941393
32,3420,0.5087243,0.194449
32,3480,0.4677815,0.1947338
32,3540,0.4299777,0.1949955
32,3600,0.3950919,0.1952361
32,3660,0.3629161,0.1954571
32,3720,0.3332549,0.19566
32,3780,0.3059253,0.1958463
32,3840,0.2807556,0.1960173
32,3900,0.2575854,0.1961742
32,3960,0.2362649,0.1963181
32,4020,0.2166544,0.1964501
32,4080,0.1986237,0.1965711
32,4140,0.1820516,0.1966821
32,4200,0.1668254,0.1967837
32,4260,0.1528406,0.1968769
32,4320,0.14,0.1969622
33,0,0,0
33,60,15.06439,0.004742345
33,120,15.49223,0.01183199
33,180,14.38431,0.01832457
33,240,13.47605,0.02438035
33,300,12.71157,0.03008567
33,360,12.02467,0.03547886
33,420,11.39563,0.04058771
33,480,10.80984,0.04543298
33,540,10.25681,0.05003034
33,600,9.729046,0.05439179
33,660,9.221403,0.0585268
33,720,8.730458,0.06244309
33,780,8.254107,0.06614733
33,840,7.791208,0.06964558
33,900,7.34132,0.07294359
33,960,6.904479,0.07604712
33,1020,6.48103,0.07896199
33,1080,6.071499,0.08169429
33,1140,5.676485,0.08425035
33,1200,5.296589,0.08663674
33,1260,4.932357,0.08886033
33,1320,4.584242,0.09092817
33,1380,4.252584,0.09284748
33,1440,3.937595,0.09462559
33,1500,3.639358,0.0962699
33,1560,3.357826,0.09778778
33,1620,3.092835,0.09918657
33,1680,2.844108,0.1004735
33,1740,2.611274,0.1016556
33,1800,2.393877,0.1027397
33,1860,2.191391,0.1037326
33,1920,2.003237,0.1046406
33,1980,1.82879,0.1054699
33,2040,1.667396,0.1062262
33,2100,1.518381,0.1069152
33,2160,1.381059,0.1075421
33,2220,1.254746,0.1081119
33,2280,1.13876,0.1086291
33,2340,1.032434,0.1090982
33,2400,0.9351156,0.1095232
33,2460,0.8461756,0.1099079
33,2520,0.7650078,0.1102558
33,2580,0.6910329,0.1105701
33,2640,0.6237,0.1108538
33,2700,0.5624872,0.1111098
33,2760,0.506903,0.1113405
33,2820,0.4564853,0.1115483
33,2880,0.4108018,0.1117354
33,2940,0.3694492,0.1119036
33,3000,0.3320525,0.1120549
33,3060,0.2982638,0.1121908
33,3120,0.2677611,0.1123128
33,3180,0.2402473,0.1124223
33,3240,0.215449,0.1125205
33,3300,0.1931147,0.1126085
33,3360,0.1730138,0.1126874
33,3420,0.154935,0.112758
33,3480,0.1386854,0.1128213
33,3540,0.1240888,0.1128779
33,3600,0.1109847,0.1129285
33,3660,0.09922701,0.1129738
33,3720,0.08868296,0.1130142
33,3780,0.07923206,0.1130504
33,3840,0.07076504,0.1130827
33,3900,0.06318295,0.1131115
33,3960,0.05639628,0.1131373
33,4020,0.05032411,0.1131602
33,4080,0.0448934,0.1131807
33,4140,0.04003821,0.113199
33,4200,0.03569914,0.1132153
33,4260,0.03182267,0.1132298
33,4320,0.02836062,0.1132428
34,0,0,0
34,60,24.74836,0.01641381
34,120,24.30813,0.0343837
34,180,23.79136,0.05190019
34,240,23.21275,0.06900387
34,300,22.57918,0.08565553
34,360,21.89566,0.1018173
34,420,21.17072,0.1174569
34,480,20.41462,0.1325492
34,540,19.63792,0.1470771
34,600,18.8506,0.1610305
34,660,18.06153,0.1744066
34,720,17.27826,0.1872081
34,780,16.50697,0.1994425
34,840,15.75254,0.2111212
34,900,15.01871,0.2222586
34,960,14.30815,0.2328712
34,1020,13.62272,0.2429772
34,1080,12.96356,0.2525954
34,1140,12.33124,0.2617454
34,1200,11.7259,0.270447
34,1260,11.14735,0.2787199
34,1320,10.59513,0.2865834
34,1380,10.06858,0.2940564
34,1440,9.566957,0.3011573
34,1500,9.089386,0.3079039
34,1560,8.634958,0.3143134
34,1620,8.202734,0.3204022
34,1680,7.791763,0.3261859
34,1740,7.401102,0.3316798
34,1800,7.029821,0.336898
34,1860,6.677015,0.3418545
34,1920,6.341805,0.3465621
34,1980,6.023344,0.3510333
34,2040,5.720816,0.3552799
34,2100,5.433441,0.3593133
34,2160,5.160471,0.363144
34,2220,4.901193,0.3667822
34,2280,4.654926,0.3702377
34,2340,4.421022,0.3735195
34,2400,4.198864,0.3766364
34,2460,3.987863,0.3795967
34,2520,3.787461,0.3824082
34,2580,3.597127,0.3850785
34,2640,3.416357,0.3876145
34,2700,3.244669,0.3900231
34,2760,3.081608,0.3923106
34,2820,2.926742,0.3944832
34,2880,2.779657,0.3965466
34,2940,2.639964,0.3985063
34,3000,2.507292,0.4003676
34,3060,2.381286,0.4021353
34,3120,2.261613,0.4038141
34,3180,2.147954,0.4054086
34,3240,2.040007,0.4069229
34,3300,1.937485,0.4083612
34,3360,1.840116,0.4097271
34,3420,1.74764,0.4110245
34,3480,1.659811,0.4122566
34,3540,1.576396,0.4134268
34,3600,1.497173,0.4145381
34,3660,1.421931,0.4155937
34,3720,1.350471,0.4165961
34,3780,1.282602,0.4175483
34,3840,1.218144,0.4184525
34,3900,1.156926,0.4193113
34,3960,1.098783,0.420127
34,4020,1.043563,0.4209017
34,4080,0.9911184,0.4216374
34,4140,0.941309,0.4223361
34,4200,0.8940029,0.4229998
34,4260,0.8490742,0.4236301
34,4320,0.8064033,0.4242287
35,0,0,0
35,60,18.20846,0.006060915
35,120,21.05401,0.01630433
35,180,20.43154,0.02621779
35,240,19.60368,0.03571902
35,300,18.8018,0.04482993
35,360,18.03596,0.05356928
35,420,17.30229,0.06195313
35,480,16.59721,0.06999562
35,540,15.91808,0.07770948
35,600,15.26299,0.08510645
35,660,14.63058,0.09219754
35,720,14.01984,0.09899326
35,780,13.43006,0.1055037
35,840,12.86068,0.1117388
35,900,12.31128,0.1177081
35,960,11.78147,0.123421
35,1020,11.27091,0.1288868
35,1080,10.77928,0.1341146
35,1140,10.30623,0.1391134
35,1200,9.8514,0.1438919
35,1260,9.414412,0.1484587
35,1320,8.994861,0.1528223
35,1380,8.592314,0.1569908
35,1440,8.206322,0.1609722
35,1500,7.836415,0.1647743
35,1560,7.482109,0.1684047
35,1620,7.142906,0.1718706
35,1680,6.818305,0.1751791
35,1740,6.507798,0.1783371
35,1800,6.210877,0.181351
35,1860,5.927038,0.1842272
35,1920,5.655778,0.1869718
35,1980,5.396606,0.1895908
35,2040,5.149036,0.1920896
35,2100,4.912597,0.1944737
35,2160,4.686824,0.1967482
35,2220,4.471271,0.1989182
35,2280,4.2655,0.2009883
35,2340,4.069091,0.2029631
35,2400,3.881637,0.204847
35,2460,3.702745,0.206644
35,2520,3.532037,0.2083582
35,2580,3.369149,0.2099934
35,2640,3.213732,0.2115531
35,2700,3.06545,0.2130408
35,2760,2.923983,0.21446
35,2820,2.789021,0.2158136
35,2880,2.66027,0.2171047
35,2940,2.537448,0.2183362
35,3000,2.420284,0.2195109
35,3060,2.308519,0.2206313
35,3120,2.201908,0.2217
35,3180,2.100213,0.2227193
35,3240,2.003209,0.2236915
35,3300,1.910681,0.2246188
35,3360,1.822423,0.2255033
35,3420,1.738239,0.226347
35,3480,1.657942,0.2271516
35,3540,1.581351,0.2279191
35,3600,1.508298,0.2286512
35,3660,1.438617,0.2293494
35,3720,1.372155,0.2300153
35,3780,1.308763,0.2306505
35,3840,1.248298,0.2312564
35,3900,1.190626,0.2318342
35,3960,1.135619,0.2323854
35,4020,1.083152,0.2329111
35,4080,1.033109,0.2334125
35,4140,0.9853778,0.2338908
35,4200,0.9398517,0.2343469
35,4260,0.8964288,0.234782
35,4320,0.8550119,0.235197
36,0,0,0
36,60,37.1287,0.01463303
36,120,33.82899,0.02896484
36,180,30.77044,0.04195174
36,240,27.98294,0.05376154
36,300,25.44247,0.06450003
36,360,23.12404,0.07426119
36,420,21.00722,0.08313004
36,480,19.0748,0.09118424
36,540,17.31173,0.09849501
36,600,15.70445,0.1051279
36,660,14.24048,0.1111431
36,720,12.90825,0.1165962
36,780,11.69695,0.121538
36,840,10.59646,0.1260152
36,900,9.597331,0.1300705
36,960,8.690784,0.1337429
36,1020,7.868659,0.137068
36,1080,7.123418,0.1400784
36,1140,6.448113,0.1428034
36,1200,5.83636,0.1452699
36,1260,5.282311,0.1475023
36,1320,4.780619,0.1495228
36,1380,4.326407,0.1513512
36,1440,3.915231,0.153006
36,1500,3.543049,0.1545034
36,1560,3.206188,0.1558585
36,1620,2.901314,0.1570847
36,1680,2.625403,0.1581943
36,1740,2.375712,0.1591984
36,1800,2.149755,0.160107
36,1860,1.94528,0.1609291
36,1920,1.760248,0.1616731
36,1980,1.592811,0.1623463
36,2040,1.441299,0.1629554
36,2100,1.304197,0.1635067
36,2160,1.180136,0.1640054
36,2220,1.067875,0.1644568
36,2280,0.9662927,0.1648652
36,2340,0.874373,0.1652347
36,2400,0.7911972,0.1655691
36,2460,0.7159334,0.1658717
36,2520,0.6478291,0.1661455
36,2580,0.5862033,0.1663933
36,2640,0.5304397,0.1666175
36,2700,0.4799807,0.1668203
36,2760,0.4343217,0.1670039
36,2820,0.3930061,0.16717
36,2880,0.3556207,0.1673203
36,2940,0.3217917,0.1674563
36,3000,0.2911807,0.1675794
36,3060,0.2634817,0.1676907
36,3120,0.2384175,0.1677915
36,3180,0.2157377,0.1678827
36,3240,0.1952153,0.1679652
36,3300,0.1766452,0.1680398
36,3360,0.1598415,0.1681074
36,3420,0.1446363,0.1681685
36,3480,0.1308776,0.1682238
36,3540,0.1184277,0.1682739
36,3600,0.1071621,0.1683192
36,3660,0.09696809,0.1683602
36,3720,0.08774385,0.1683972
36,3780,0.07939708,0.1684308
36,3840,0.07184431,0.1684612
36,3900,0.06501001,0.1684886
36,3960,0.05882583,0.1685135
36,4020,0.05322993,0.168536
36,4080,0.04816635,0.1685564
36,4140,0.04358445,0.1685748
36,4200,0.03943842,0.1685915
36,4260,0.03568678,0.1686065
36,4320,0.03229202,0.1686202
37,0,0,0
37,60,31.25359,0.00755365
37,120,27.91401,0.01593026
37,180,24.4637,0.0232034
37,240,21.42893,0.02957162
37,300,18.77731,0.03515113
37,360,16.45756,0.0400411
37,420,14.42532,0.04432722
37,480,12.64319,0.04808395
37,540,11.07943,0.05137624
37,600,9.706852,0.05426088
37,660,8.501979,0.05678768
37,720,7.444417,0.05900038
37,780,6.51636,0.06093743
37,840,5.702199,0.06263262
37,900,4.988218,0.0641157
37,960,4.362342,0.0654128
37,1020,3.813925,0.06654693
37,1080,3.33358,0.06753831
37,1140,2.91303,0.06840467
37,1200,2.544971,0.06916163
37,1260,2.222971,0.06982285
37,1320,1.941361,0.07040033
37,1380,1.695152,0.07090461
37,1440,1.479954,0.07134487
37,1500,1.29191,0.07172922
37,1560,1.127632,0.07206471
37,1620,0.9841458,0.07235751
37,1680,0.8588427,0.07261304
37,1740,0.7494365,0.07283602
37,1800,0.653924,0.07303059
37,1860,0.5705515,0.07320035
37,1920,0.4977837,0.07334847
37,1980,0.4342781,0.07347769
37,2040,0.3788603,0.07359042
37,2100,0.3305036,0.07368876
37,2160,0.2883112,0.07377455
37,2220,0.2514991,0.07384939
37,2280,0.2193828,0.07391467
37,2340,0.1913644,0.07397161
37,2400,0.166922,0.07402129
37,2460,0.1455996,0.07406461
37,2520,0.1269996,0.0741024
37,2580,0.1107746,0.07413536
37,2640,0.09662177,0.07416411
37,2700,0.08427655,0.07418919
37,2760,0.07350825,0.07421107
37,2820,0.06411554,0.07423015
37,2880,0.05592278,0.07424679
37,2940,0.04877674,0.07426131
37,3000,0.04254372,0.07427397
37,3060,0.0371071,0.07428501
37,3120,0.03236516,0.07429463
37,3180,0.02822914,0.07430304
37,3240,0.02462164,0.07431036
37,3300,0.02147513,0.07431675
37,3360,0.01873071,0.07432233
37,3420,0.01633701,0.07432719
37,3480,0.0142492,0.07433143
37,3540,0.01242819,0.07433513
37,3600,0.01083989,0.07433835
37,3660,0.009454577,0.07434117
37,3720,0.008246298,0.07434362
37,3780,0.007192432,0.07434576
37,3840,0.006273247,0.07434763
37,3900,0.005471531,0.07434925
37,3960,0.004772274,0.07435068
37,4020,0.00416238,0.07435191
37,4080,0.00363043,0.07435299
37,4140,0.003166462,0.07435394
37,4200,0.002761789,0.07435476
37,4260,0.002408831,0.07435548
37,4320,0.00210098,0.0743561
38,0,0,0
38,60,19.71451,0.006630299
