"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Theophylline|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Kidney|Urine|Theophylline|Fraction excreted to urine"
49,1440,2.608451,0.07969461
49,1500,2.356778,0.08042812
49,1560,2.129392,0.08109085
49,1620,1.923949,0.08168965
49,1680,1.738329,0.08223067
49,1740,1.57062,0.0827195
49,1800,1.419092,0.08316117
49,1860,1.282184,0.08356022
49,1920,1.158485,0.08392078
49,1980,1.04672,0.08424655
49,2040,0.9457387,0.0845409
49,2100,0.8544994,0.08480684
49,2160,0.7720626,0.08504713
49,2220,0.6975789,0.08526424
49,2280,0.630281,0.08546041
49,2340,0.5694756,0.08563764
49,2400,0.5145364,0.08579779
49,2460,0.4648974,0.08594248
49,2520,0.4200471,0.08607321
49,2580,0.3795237,0.08619133
49,2640,0.3429097,0.08629806
49,2700,0.3098281,0.08639448
49,2760,0.279938,0.08648161
49,2820,0.2529314,0.08656033
49,2880,0.2285302,0.08663145
49,2940,0.2064832,0.08669572
49,3000,0.1865631,0.08675379
49,3060,0.1685648,0.08680625
49,3120,0.1523027,0.08685365
49,3180,0.1376096,0.08689648
49,3240,0.124334,0.08693518
49,3300,0.1123391,0.08697014
49,3360,0.1015014,0.08700173
49,3420,0.09170929,0.08703027
49,3480,0.08286183,0.08705606
49,3540,0.0748679,0.08707936
49,3600,0.06764518,0.08710042
49,3660,0.06111926,0.08711944
49,3720,0.05522291,0.08713663
49,3780,0.04989539,0.08715215
49,3840,0.04508184,0.08716618
49,3900,0.04073266,0.08717886
49,3960,0.03680306,0.08719032
49,4020,0.03325256,0.08720066
49,4080,0.03004459,0.08721001
49,4140,0.0271461,0.08721846
49,4200,0.02452724,0.0872261
49,4260,0.02216103,0.08723299
49,4320,0.02002309,0.08723923
50,0,0,0
50,60,23.00205,0.004024934
50,120,20.80334,0.009123204
50,180,18.10946,0.0134773
50,240,16.07735,0.01731765
50,300,14.50211,0.02076668
50,360,13.18217,0.02389644
50,420,12.04094,0.02675131
50,480,11.03655,0.02936555
50,540,10.13849,0.03176567
50,600,9.324598,0.0339725
50,660,8.578893,0.03600281
50,720,7.889946,0.03787042
50,780,7.249658,0.03958706
50,840,6.65232,0.041163
50,900,6.093923,0.04260748
50,960,5.571623,0.043929
50,1020,5.083355,0.04513553
50,1080,4.627544,0.04623467
50,1140,4.2029,0.04723369
50,1200,3.80828,0.04813958
50,1260,3.442585,0.0489591
50,1320,3.104709,0.04969874
50,1380,2.793505,0.05036473
50,1440,2.50777,0.05096303
50,1500,2.246244,0.05149931
50,1560,2.00762,0.05197895
50,1620,1.790557,0.05240702
50,1680,1.593692,0.05278826
50,1740,1.41566,0.05312713
50,1800,1.255108,0.05342775
50,1860,1.110706,0.05369394
50,1920,0.9811652,0.05392921
50,1980,0.8652434,0.0541368
50,2040,0.7617548,0.05431965
50,2100,0.6695759,0.05448046
50,2160,0.5876492,0.05462166
50,2220,0.5149862,0.05474546
50,2280,0.4506677,0.05485385
50,2340,0.393844,0.05494861
50,2400,0.3437334,0.05503134
50,2460,0.2996199,0.05510349
50,2520,0.2608505,0.05516633
50,2580,0.2268325,0.05522099
50,2640,0.197029,0.05526848
50,2700,0.1709563,0.05530971
50,2760,0.1481793,0.05534545
50,2820,0.1283082,0.05537641
50,2880,0.1109946,0.0554032
50,2940,0.09592801,0.05542636
50,3000,0.08283232,0.05544637
50,3060,0.07146267,0.05546363
50,3120,0.06160235,0.05547852
50,3180,0.05305996,0.05549134
50,3240,0.0456668,0.05550238
50,3300,0.03927445,0.05551188
50,3360,0.03375258,0.05552004
50,3420,0.02898693,0.05552705
50,3480,0.02487746,0.05553307
50,3540,0.02133677,0.05553824
50,3600,0.01828857,0.05554267
50,3660,0.01566637,0.05554646
50,3720,0.01341231,0.05554971
50,3780,0.01147609,0.05555249
50,3840,0.009814022,0.05555486
50,3900,0.008388242,0.0555569
50,3960,0.007165941,0.05555863
50,4020,0.006118726,0.05556012
50,4080,0.005222052,0.05556138
50,4140,0.004454719,0.05556246
50,4200,0.003798437,0.05556338
50,4260,0.003237435,0.05556417
50,4320,0.002758129,0.05556484
51,0,0,0
51,60,28.9697,0.0116165
51,120,27.90017,0.0254367
51,180,26.28881,0.03838746
51,240,24.72601,0.05057179
51,300,23.22035,0.06202025
51,360,21.76801,0.07275905
51,420,20.36909,0.08281381
51,480,19.02586,0.09221098
51,540,17.74123,0.1009784
51,600,16.51788,0.1091452
51,660,15.35773,0.1167418
51,720,14.26182,0.1237989
51,780,13.23026,0.1303477
51,840,12.26233,0.1364191
51,900,11.3566,0.1420434
51,960,10.51106,0.14725
51,1020,9.723313,0.1520671
51,1080,8.990649,0.1565219
51,1140,8.310187,0.1606399
51,1200,7.678955,0.1644455
51,1260,7.093963,0.1679615
51,1320,6.55226,0.1712091
51,1380,6.050971,0.1742085
51,1440,5.587329,0.1769781
51,1500,5.158692,0.1795353
51,1560,4.762555,0.1818962
51,1620,4.396556,0.1840758
51,1680,4.058478,0.1860877
51,1740,3.746247,0.1879449
51,1800,3.457928,0.1896592
51,1860,3.191719,0.1912415
51,1920,2.945947,0.192702
51,1980,2.719058,0.19405
51,2040,2.509614,0.1952942
51,2100,2.316282,0.1964425
51,2160,2.137827,0.1975024
51,2220,1.97311,0.1984806
51,2280,1.821077,0.1993834
51,2340,1.680752,0.2002167
51,2400,1.551237,0.2009857
51,2460,1.431698,0.2016955
51,2520,1.321369,0.2023506
51,2580,1.219541,0.2029552
51,2640,1.125559,0.2035132
51,2700,1.038818,0.2040282
51,2760,0.9587621,0.2045036
51,2820,0.884875,0.2049423
51,2880,0.8166817,0.2053471
51,2940,0.7537436,0.2057208
51,3000,0.6956557,0.2060657
51,3060,0.6420443,0.206384
51,3120,0.5925645,0.2066778
51,3180,0.5468978,0.2069489
51,3240,0.5047505,0.2071992
51,3300,0.4658512,0.2074301
51,3360,0.4299498,0.2076433
51,3420,0.3968152,0.20784
51,3480,0.366234,0.2080216
51,3540,0.3380097,0.2081891
51,3600,0.3119605,0.2083438
51,3660,0.2879189,0.2084865
51,3720,0.26573,0.2086183
51,3780,0.2452512,0.2087399
51,3840,0.2263506,0.2088521
51,3900,0.2089065,0.2089557
51,3960,0.1928069,0.2090513
51,4020,0.1779479,0.2091395
51,4080,0.1642341,0.2092209
51,4140,0.1515772,0.209296
51,4200,0.1398957,0.2093654
51,4260,0.1291144,0.2094294
51,4320,0.1191641,0.2094885
52,0,0,0
52,60,33.04963,0.009899342
52,120,30.6653,0.02029498
52,180,28.20991,0.02982039
52,240,25.94899,0.0385814
52,300,23.87158,0.04664081
52,360,21.96131,0.05405524
52,420,20.20402,0.06087638
52,480,18.58726,0.0671517
52,540,17.0998,0.07292484
52,600,15.7314,0.07823598
52,660,14.4726,0.08312212
52,720,13.31469,0.08761732
52,780,12.2496,0.09175289
52,840,11.2699,0.0955577
52,900,10.36874,0.09905826
52,960,9.539805,0.1022789
52,1020,8.777283,0.1052422
52,1080,8.075829,0.1079686
52,1140,7.430531,0.1104771
52,1200,6.836875,0.1127852
52,1260,6.290711,0.114909
52,1320,5.788227,0.116863
52,1380,5.325918,0.1186611
52,1440,4.900562,0.1203155
52,1500,4.5092,0.1218378
52,1560,4.149109,0.1232385
52,1620,3.817786,0.1245273
52,1680,3.512931,0.1257133
52,1740,3.232425,0.1268045
52,1800,2.974323,0.1278086
52,1860,2.736834,0.1287326
52,1920,2.51831,0.1295827
52,1980,2.317236,0.130365
52,2040,2.132219,0.1310848
52,2100,1.961975,0.1317472
52,2160,1.805325,0.1323566
52,2220,1.661183,0.1329174
52,2280,1.528551,0.1334335
52,2340,1.406508,0.1339083
52,2400,1.29421,0.1343452
52,2460,1.190878,0.1347473
52,2520,1.095796,0.1351172
52,2580,1.008306,0.1354576
52,2640,0.9278012,0.1357708
52,2700,0.8537242,0.136059
52,2760,0.7855617,0.1363242
52,2820,0.7228414,0.1365682
52,2880,0.6651288,0.1367928
52,2940,0.6120241,0.1369994
52,3000,0.5631593,0.1371895
52,3060,0.5181959,0.1373644
52,3120,0.4768225,0.1375254
52,3180,0.4387524,0.1376735
52,3240,0.4037219,0.1378098
52,3300,0.3714882,0.1379352
52,3360,0.3418281,0.1380506
52,3420,0.3145362,0.1381568
52,3480,0.2894232,0.1382545
52,3540,0.2663153,0.1383444
52,3600,0.2450524,0.1384272
52,3660,0.2254871,0.1385033
52,3720,0.2074839,0.1385733
52,3780,0.1909182,0.1386378
52,3840,0.175675,0.1386971
52,3900,0.1616489,0.1387517
52,3960,0.1487427,0.1388019
52,4020,0.1368669,0.1388481
52,4080,0.1259392,0.1388906
52,4140,0.1158841,0.1389297
52,4200,0.1066318,0.1389657
52,4260,0.09811817,0.1389989
52,4320,0.0902843,0.1390293
53,0,0,0
53,60,16.40386,0.00387941
53,120,17.71586,0.01037616
53,180,15.9103,0.01622302
53,240,14.13363,0.02141127
53,300,12.55937,0.02601985
53,360,11.17001,0.03011753
53,420,9.941658,0.03376381
53,480,8.853642,0.0370105
53,540,7.888387,0.03990284
53,600,7.030865,0.0424805
53,660,6.268154,0.04477838
53,720,5.589096,0.04682724
53,780,4.984012,0.04865426
53,840,4.444476,0.0502835
53,900,3.963129,0.05173633
53,960,3.533517,0.05303172
53,1020,3.149969,0.05418656
53,1080,2.807482,0.05521592
53,1140,2.501635,0.0561332
53,1200,2.228507,0.05695041
53,1260,1.984617,0.05767825
53,1320,1.766866,0.0583263
53,1380,1.572492,0.05890311
53,1440,1.399029,0.05941635
53,1500,1.244271,0.05987287
53,1560,1.106247,0.06027879
53,1620,0.9831897,0.06063959
53,1680,0.8735171,0.06096019
53,1740,0.7758107,0.06124495
53,1800,0.6887993,0.0614978
53,1860,0.6113431,0.06172225
53,1920,0.5424207,0.06192141
53,1980,0.4811163,0.06209807
53,2040,0.4266097,0.06225474
53,2100,0.378166,0.06239363
53,2160,0.3351275,0.06251673
53,2220,0.2969054,0.06262579
53,2280,0.2629732,0.06272239
53,2340,0.2328599,0.06280795
53,2400,0.2061451,0.06288368
53,2460,0.1824529,0.06295073
53,2520,0.161448,0.06301005
53,2580,0.1428313,0.06306254
53,2640,0.1263361,0.06310897
53,2700,0.1117248,0.06315004
53,2760,0.09878551,0.06318635
53,2820,0.08732992,0.06321844
53,2880,0.07719032,0.06324682
53,2940,0.06821759,0.0632719
53,3000,0.06027918,0.06329406
53,3060,0.0532573,0.06331364
53,3120,0.04704735,0.06333094
53,3180,0.04155647,0.06334621
53,3240,0.03670224,0.06335972
53,3300,0.03241155,0.06337163
53,3360,0.02861957,0.06338216
53,3420,0.02526884,0.06339145
53,3480,0.02230841,0.06339965
53,3540,0.01969317,0.06340689
53,3600,0.01738314,0.06341328
53,3660,0.01534294,0.06341892
53,3720,0.01354125,0.0634239
53,3780,0.01195035,0.0634283
53,3840,0.01054571,0.06343218
53,3900,0.009305634,0.0634356
53,3960,0.008210939,0.06343862
53,4020,0.007244658,0.06344128
53,4080,0.006391788,0.06344364
53,4140,0.005639073,0.06344571
53,4200,0.004974793,0.06344754
53,4260,0.004388595,0.06344915
53,4320,0.003871331,0.06345057
54,0,0,0
54,60,46.79238,0.01021175
54,120,51.47844,0.027233
54,180,47.32933,0.04300044
54,240,43.02745,0.05732762
54,300,39.13633,0.07035356
54,360,35.63398,0.08221003
54,420,32.47129,0.09301168
54,480,29.60632,0.1028587
54,540,27.00446,0.1118395
54,600,24.63685,0.1200323
54,660,22.47913,0.1275075
54,720,20.51048,0.1343281
54,780,18.7129,0.1405511
54,840,17.07065,0.1462283
54,900,15.56985,0.1514066
54,960,14.19812,0.156129
54,1020,12.94436,0.1604347
54,1080,11.79855,0.1643596
54,1140,10.75159,0.1679365
54,1200,9.795177,0.1711955
54,1260,8.921739,0.174164
54,1320,8.124323,0.1768675
54,1380,7.396551,0.1793289
54,1440,6.732561,0.1815695
54,1500,6.126964,0.1836087
54,1560,5.574806,0.1854643
54,1620,5.071528,0.1871524
54,1680,4.612943,0.1886879
54,1740,4.1952,0.1900845
54,1800,3.814766,0.1913545
54,1860,3.468395,0.1925092
54,1920,3.153112,0.1935589
54,1980,2.866189,0.1945132
54,2040,2.605127,0.1953806
54,2100,2.367639,0.1961689
54,2160,2.151633,0.1968854
54,2220,1.955196,0.1975364
54,2280,1.77658,0.198128
54,2340,1.614189,0.1986655
54,2400,1.466566,0.1991538
54,2460,1.332383,0.1995975
54,2520,1.210426,0.2000006
54,2580,1.099592,0.2003668
54,2640,0.9988739,0.2006994
54,2700,0.9073542,0.2010016
54,2760,0.8241981,0.201276
54,2820,0.7486454,0.2015254
54,2880,0.6800044,0.2017518
54,2940,0.6176454,0.2019575
54,3000,0.5609957,0.2021443
54,3060,0.5095344,0.202314
54,3120,0.4627877,0.2024681
54,3180,0.420325,0.2026081
54,3240,0.3817545,0.2027352
54,3300,0.3467202,0.2028507
54,3360,0.3148986,0.2029556
54,3420,0.2859955,0.2030508
54,3480,0.2597436,0.2031373
54,3540,0.2359002,0.2032159
54,3600,0.2142444,0.2032873
54,3660,0.1945758,0.203352
54,3720,0.1767122,0.2034109
54,3780,0.160488,0.2034644
54,3840,0.145753,0.2035129
54,3900,0.1323705,0.203557
54,3960,0.1202165,0.203597
54,4020,0.1091782,0.2036334
54,4080,0.09915329,0.2036664
54,4140,0.09004872,0.2036964
54,4200,0.08178004,0.2037236
54,4260,0.07427054,0.2037484
54,4320,0.06745052,0.2037708
55,0,0,0
55,60,16.65026,0.003007432
55,120,19.83816,0.008788733
55,180,18.1531,0.01418645
55,240,16.22418,0.01901018
55,300,14.48819,0.02331577
55,360,12.95139,0.02716323
55,420,11.58968,0.03060507
55,480,10.38065,0.03368701
55,540,9.305119,0.03644898
55,600,8.346692,0.03892596
55,660,7.491287,0.04114871
55,720,6.726751,0.04314434
55,780,6.042562,0.04493678
55,840,5.429582,0.04654726
55,900,4.879843,0.0479946
55,960,4.386387,0.04929553
55,1020,3.943115,0.05046497
55,1080,3.544668,0.05151625
55,1140,3.186325,0.05246127
55,1200,2.863916,0.0533107
55,1260,2.573748,0.0540741
55,1320,2.312539,0.05476008
55,1380,2.077369,0.05537634
55,1440,1.865635,0.05592984
55,1500,1.675004,0.05642682
55,1560,1.503392,0.05687293
55,1620,1.348923,0.05727325
55,1680,1.209914,0.05763235
55,1740,1.084849,0.05795437
55,1800,0.9723614,0.05824304
55,1860,0.8712188,0.05850171
55,1920,0.7803085,0.05873341
55,1980,0.6986254,0.05894088
55,2040,0.6252614,0.05912659
55,2100,0.5593954,0.05929275
55,2160,0.5002852,0.05944137
55,2220,0.4472599,0.05957426
55,2280,0.399713,0.05969303
55,2340,0.3570964,0.05979915
55,2400,0.3189147,0.05989394
55,2460,0.2847206,0.05997856
55,2520,0.2541103,0.0600541
55,2580,0.2267191,0.06012151
55,2640,0.2022184,0.06018163
55,2700,0.1803115,0.06023525
55,2760,0.1607314,0.06028305
55,2820,0.1432374,0.06032564
55,2880,0.127613,0.0603636
55,2940,0.1136631,0.06039741
55,3000,0.1012127,0.06042752
55,3060,0.09010411,0.06045433
55,3120,0.08019599,0.06047819
55,3180,0.07136132,0.06049942
55,3240,0.06348614,0.06051831
55,3300,0.05646828,0.06053511
55,3360,0.05021614,0.06055006
55,3420,0.04464767,0.06056335
55,3480,0.03968937,0.06057516
55,3540,0.03527548,0.06058566
55,3600,0.03134714,0.06059499
55,3660,0.02785174,0.06060328
55,3720,0.02474225,0.06061065
55,3780,0.02197665,0.06061719
55,3840,0.01951739,0.060623
55,3900,0.01733097,0.06062816
55,3960,0.01538747,0.06063274
55,4020,0.01366022,0.06063681
55,4080,0.0121254,0.06064042
55,4140,0.0107618,0.06064363
55,4200,0.009550511,0.06064647
55,4260,0.008474675,0.060649
55,4320,0.007519281,0.06065124
56,0,0,0
56,60,35.94982,0.01192205
56,120,40.48077,0.03087901
56,180,37.97619,0.04902601
56,240,34.68953,0.06565288
56,300,31.5574,0.08078471
56,360,28.695,0.09454403
56,420,26.09415,0.1070557
56,480,23.73133,0.1184342
56,540,21.58368,0.1287828
56,600,19.63081,0.138195
56,660,17.85462,0.1467556
56,720,16.23891,0.1545416
56,780,14.76911,0.1616229
56,840,13.43204,0.1680632
56,900,12.21575,0.1739203
56,960,11.10938,0.179247
56,1020,10.10304,0.1840912
56,1080,9.187728,0.1884966
56,1140,8.35524,0.1925028
56,1200,7.598112,0.196146
56,1260,6.909541,0.199459
56,1320,6.283337,0.2024718
56,1380,5.71386,0.2052115
56,1440,5.19598,0.2077029
56,1500,4.725029,0.2099686
56,1560,4.296756,0.2120288
56,1620,3.907298,0.2139023
56,1680,3.553138,0.215606
56,1740,3.231077,0.2171553
56,1800,2.938209,0.2185641
56,1860,2.671886,0.2198453
56,1920,2.429703,0.2210103
56,1980,2.209471,0.2220697
56,2040,2.009202,0.2230331
56,2100,1.827086,0.2239091
56,2160,1.661477,0.2247058
56,2220,1.51088,0.2254303
56,2280,1.373933,0.226089
56,2340,1.249399,0.2266881
56,2400,1.136153,0.2272329
56,2460,1.033171,0.2277283
56,2520,0.9395242,0.2281788
56,2580,0.8543654,0.2285884
56,2640,0.7769255,0.228961
56,2700,0.7065048,0.2292997
56,2760,0.6424671,0.2296078
56,2820,0.5842338,0.2298879
56,2880,0.5312787,0.2301427
56,2940,0.4831236,0.2303743
56,3000,0.4393333,0.230585
56,3060,0.3995121,0.2307765
56,3120,0.3633004,0.2309507
56,3180,0.3303708,0.2311091
56,3240,0.300426,0.2312532
56,3300,0.2731954,0.2313842
56,3360,0.248433,0.2315033
56,3420,0.2259151,0.2316116
56,3480,0.2054381,0.2317101
56,3540,0.1868172,0.2317997
56,3600,0.1698841,0.2318812
56,3660,0.1544858,0.2319552
56,3720,0.1404832,0.2320226
56,3780,0.1277498,0.2320839
56,3840,0.1161706,0.2321396
56,3900,0.1056409,0.2321902
56,3960,0.09606563,0.2322363
56,4020,0.08735824,0.2322782
56,4080,0.07944009,0.2323162
56,4140,0.07223964,0.2323509
56,4200,0.06569185,0.2323824
56,4260,0.05973755,0.232411
56,4320,0.05432295,0.2324371
57,0,0,0
57,60,19.76677,0.003993601
57,120,18.56667,0.009990602
57,180,15.03667,0.01482445
57,240,12.3328,0.01875995
57,300,10.28635,0.02202598
57,360,8.691176,0.02477378
57,420,7.435317,0.02711494
57,480,6.434936,0.0291335
57,540,5.627415,0.03089285
57,600,4.965973,0.03244095
57,660,4.415705,0.03381423
57,720,3.950609,0.03504054
57,780,3.551371,0.03614131
57,840,3.203674,0.03713328
57,900,2.896937,0.03802966
57,960,2.623351,0.03884106
57,1020,2.377152,0.03957621
57,1080,2.154073,0.04024241
57,1140,1.950937,0.04084593
57,1200,1.765346,0.04139221
57,1260,1.595461,0.04188614
57,1320,1.439832,0.04233212
57,1380,1.29728,0.04273417
57,1440,1.166816,0.04309599
57,1500,1.047573,0.04342104
57,1560,0.9387764,0.04371252
57,1620,0.839708,0.0439734
57,1680,0.7496943,0.04420646
57,1740,0.6680946,0.04441427
57,1800,0.5942956,0.04459925
57,1860,0.5277091,0.04476359
57,1920,0.4677715,0.04490936
57,1980,0.4139436,0.04503842
57,2040,0.3657123,0.04515251
57,2100,0.3225911,0.04525319
57,2160,0.284121,0.04534192
57,2220,0.2498713,0.04541998
57,2280,0.2194396,0.04548858
57,2340,0.1924523,0.04554876
57,2400,0.1685634,0.04560149
57,2460,0.1474545,0.04564764
57,2520,0.1288336,0.04568798
57,2580,0.1124341,0.0457232
57,2640,0.0980133,0.04575391
57,2700,0.08535125,0.04578067
57,2760,0.07424919,0.04580395
57,2820,0.06452811,0.04582419
57,2880,0.05602723,0.04584176
57,2940,0.04860258,0.04585702
57,3000,0.04212557,0.04587024
57,3060,0.03648163,0.0458817
57,3120,0.03156891,0.04589162
57,3180,0.02729708,0.04590019
57,3240,0.0235862,0.04590761
57,3300,0.02036564,0.04591401
57,3360,0.01757313,0.04591953
57,3420,0.01515387,0.04592429
57,3480,0.01305968,0.0459284
57,3540,0.01124832,0.04593194
57,3600,0.009682759,0.04593499
57,3660,0.008330625,0.04593761
57,3720,0.007163622,0.04593987
57,3780,0.006157066,0.0459418
57,3840,0.005289443,0.04594347
57,3900,0.004542028,0.0459449
57,3960,0.003898535,0.04594613
57,4020,0.003344823,0.04594718
57,4080,0.002868616,0.04594808
57,4140,0.002459275,0.04594886
57,4200,0.002107579,0.04594952
57,4260,0.001805546,0.04595009
57,4320,0.001546278,0.04595058
58,0,0,0
58,60,33.93801,0.008510388
58,120,34.38121,0.02068665
58,180,31.65509,0.03178198
58,240,29.10115,0.04197111
58,300,26.77925,0.05134448
58,360,24.65975,0.05997447
58,420,22.71747,0.06792395
58,480,20.93231,0.07524848
58,540,19.28794,0.08199769
58,600,17.77085,0.08821631
58,660,16.36972,0.09394506
58,720,15.07485,0.09922112
58,780,13.87781,0.1040787
58,840,12.77116,0.1085495
58,900,11.74824,0.1126627
58,960,10.80301,0.1164453
58,1020,9.929921,0.1199227
58,1080,9.123878,0.1231182
58,1140,8.380133,0.1260535
58,1200,7.694263,0.1287489
58,1260,7.062133,0.131223
58,1320,6.479868,0.1334934
58,1380,5.943837,0.1355762
58,1440,5.450639,0.1374863
58,1500,4.997087,0.1392376
58,1560,4.580196,0.1408428
58,1620,4.197183,0.142314
58,1680,3.845442,0.1436619
58,1740,3.52255,0.1448967
58,1800,3.226249,0.1460277
58,1860,2.954438,0.1470635
58,1920,2.705172,0.1480119
58,1980,2.476643,0.1488802
58,2040,2.267179,0.1496751
58,2100,2.075233,0.1504027
58,2160,1.899376,0.1510687
58,2220,1.73829,0.1516782
58,2280,1.590758,0.152236
58,2340,1.45566,0.1527464
58,2400,1.331965,0.1532135
58,2460,1.218723,0.1536409
58,2520,1.115062,0.1540319
58,2580,1.020181,0.1543896
58,2640,0.9333424,0.1547169
58,2700,0.853871,0.1550163
58,2760,0.7811466,0.1552903
58,2820,0.7146001,0.1555409
58,2880,0.6537098,0.1557701
58,2940,0.5979975,0.1559798
58,3000,0.547025,0.1561716
58,3060,0.5003906,0.1563471
58,3120,0.4577264,0.1565076
58,3180,0.4186955,0.1566545
58,3240,0.3829894,0.1567888
58,3300,0.3503255,0.1569116
58,3360,0.3204452,0.157024
58,3420,0.2931117,0.1571268
58,3480,0.2681082,0.1572208
58,3540,0.2452365,0.1573068
58,3600,0.224315,0.1573855
58,3660,0.2051776,0.1574575
58,3720,0.1876724,0.1575233
58,3780,0.1716602,0.1575835
58,3840,0.1570137,0.1576385
58,3900,0.1436167,0.1576889
58,3960,0.1313625,0.157735
58,4020,0.1201537,0.1577771
58,4080,0.1099011,0.1578157
58,4140,0.1005233,0.1578509
58,4200,0.0919456,0.1578832
58,4260,0.08409975,0.1579126
58,4320,0.07692334,0.1579396
59,0,0,0
59,60,19.70073,0.003487052
59,120,23.61684,0.01015177
59,180,21.42889,0.01638167
59,240,18.85774,0.02187162
59,300,16.5724,0.02669318
59,360,14.59359,0.03093578
59,420,12.87927,0.03467737
59,480,11.38864,0.03798391
59,540,10.08763,0.04091118
59,600,8.948092,0.04350664
59,660,7.946739,0.04581081
59,720,7.064215,0.04785851
59,780,6.284357,0.04967976
59,840,5.593605,0.05130057
59,900,4.980535,0.0527436
59,960,4.43547,0.05402865
59,1020,3.950176,0.05517311
59,1080,3.517605,0.05619229
59,1140,3.131694,0.05709974
59,1200,2.787197,0.05790747
59,1260,2.479549,0.05862614
59,1320,2.204759,0.05926527
59,1380,1.959318,0.05983337
59,1440,1.740128,0.06033801
59,1500,1.54444,0.06078601
59,1560,1.369809,0.06118343
59,1620,1.214051,0.06153576
59,1680,1.075211,0.06184786
59,1740,0.9515356,0.06212413
59,1800,0.8414491,0.0623685
59,1860,0.7435346,0.06258449
59,1920,0.6565166,0.06277525
59,1980,0.579247,0.0629436
59,2040,0.5106916,0.06309205
59,2100,0.4499197,0.06322288
59,2160,0.3960938,0.06333808
59,2220,0.3484607,0.06343944
59,2280,0.3063436,0.06352858
59,2340,0.2691348,0.06360691
59,2400,0.2362897,0.06367569
59,2460,0.2073197,0.06373605
59,2520,0.1817881,0.063789
59,2580,0.159304,0.0638354
59,2640,0.1395188,0.06387604
59,2700,0.1221212,0.06391162
59,2760,0.1068341,0.06394276
59,2820,0.09341066,0.06396998
59,2880,0.08163167,0.06399378
59,2940,0.07130238,0.06401458
59,3000,0.06225008,0.06403273
59,3060,0.05432172,0.06404857
59,3120,0.04738184,0.06406239
59,3180,0.04131065,0.06407444
59,3240,0.03600231,0.06408495
59,3300,0.03136344,0.0640941
59,3360,0.02731166,0.06410208
59,3420,0.02377441,0.06410901
59,3480,0.02068781,0.06411505
59,3540,0.01799569,0.06412031
59,3600,0.01564865,0.06412487
59,3660,0.01360332,0.06412885
59,3720,0.01182166,0.0641323
59,3780,0.01027026,0.0641353
59,3840,0.008919896,0.06413791
59,3900,0.00774493,0.06414017
59,3960,0.00672294,0.06414213
59,4020,0.005834309,0.06414384
59,4080,0.005061888,0.06414532
59,4140,0.004390686,0.0641466
59,4200,0.00380761,0.06414771
59,4260,0.003301236,0.06414868
59,4320,0.002861595,0.06414951
60,0,0,0
60,60,28.6874,0.005721442
60,120,33.46747,0.01524725
60,180,33.2914,0.02472935
60,240,32.71603,0.03404456
60,300,32.11193,0.04318794
60,360,31.49859,0.05215858
60,420,30.86718,0.06095221
60,480,30.21162,0.06956239
60,540,29.52977,0.07798173
60,600,28.82232,0.08620284
60,660,28.0918,0.09421895
60,720,27.34189,0.1020242
60,780,26.57687,0.109614
60,840,25.80124,0.1169849
60,900,25.01945,0.1241348
60,960,24.23577,0.1310629
60,1020,23.45411,0.1377693
60,1080,22.67796,0.1442554
60,1140,21.91043,0.1505234
60,1200,21.15416,0.1565762
60,1260,20.41138,0.1624175
60,1320,19.68394,0.1680515
60,1380,18.97329,0.1734828
60,1440,18.28059,0.1787164
60,1500,17.60668,0.1837576
60,1560,16.95217,0.1886119
60,1620,16.31743,0.1932847
60,1680,15.70267,0.1977819
60,1740,15.10791,0.2021089
60,1800,14.53305,0.2062715
60,1860,13.97791,0.2102752
60,1920,13.44218,0.2141257
60,1980,12.92552,0.2178283
60,2040,12.4275,0.2213883
60,2100,11.94768,0.2248109
60,2160,11.48557,0.2281013
60,2220,11.04068,0.2312642
60,2280,10.61247,0.2343045
60,2340,10.20042,0.2372268
60,2400,9.804017,0.2400355
60,2460,9.422724,0.242735
60,2520,9.056021,0.2453295
60,2580,8.703396,0.247823
60,2640,8.364345,0.2502194
60,2700,8.038375,0.2525224
60,2760,7.725007,0.2547356
60,2820,7.423771,0.2568625
60,2880,7.134215,0.2589065
60,2940,6.855899,0.2608707
60,3000,6.588397,0.2627583
60,3060,6.331296,0.2645722
60,3120,6.084201,0.2663154
60,3180,5.846726,0.2679905
60,3240,5.618502,0.2696002
60,3300,5.399171,0.2711471
60,3360,5.188391,0.2726336
60,3420,4.985829,0.274062
60,3480,4.791169,0.2754347
60,3540,4.604102,0.2767538
60,3600,4.424335,0.2780214
60,3660,4.251582,0.2792395
60,3720,4.085571,0.2804101
60,3780,3.92604,0.2815349
60,3840,3.772736,0.2826158
60,3900,3.625417,0.2836545
60,3960,3.483849,0.2846527
60,4020,3.347808,0.2856118
60,4080,3.217079,0.2865335
60,4140,3.091453,0.2874192
60,4200,2.970733,0.2882704
60,4260,2.854726,0.2890882
60,4320,2.743249,0.2898742
61,0,0,0
61,60,24.02561,0.007831855
61,120,23.57103,0.01818166
61,180,22.08298,0.02776866
61,240,20.69999,0.03675157
61,300,19.40858,0.04517402
61,360,18.18888,0.05306898
61,420,17.02794,0.06046288
61,480,15.91822,0.0673783
61,540,14.85573,0.07383575
61,600,13.83874,0.07985471
61,660,12.86681,0.08545435
61,720,11.94018,0.0906539
61,780,11.05932,0.09547272
